id,full_name,html_url,size,language,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count
1090311,elastic/logstash,https://github.com/elastic/logstash,127047,Java,2010-11-18T01:31:50Z,2024-04-29T14:13:20Z,2024-04-29T20:06:20Z,14011,3468,2152
62117812,apache/pulsar,https://github.com/apache/pulsar,212341,Java,2016-06-28T07:00:03Z,2024-04-29T14:17:29Z,2024-04-29T20:12:07Z,13756,3498,1354
19257422,questdb/questdb,https://github.com/questdb/questdb,494451,Java,2014-04-28T23:29:15Z,2024-04-29T15:56:23Z,2024-04-29T22:39:00Z,13490,977,499
14734876,deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,748628,Java,2013-11-27T02:03:28Z,2024-04-29T08:08:43Z,2024-04-29T11:07:48Z,13427,3823,634
25459400,pinpoint-apm/pinpoint,https://github.com/pinpoint-apm/pinpoint,255595,Java,2014-10-20T09:27:22Z,2024-04-30T02:23:26Z,2024-04-30T02:23:21Z,13220,3740,451
6358188,apache/druid,https://github.com/apache/druid,340634,Java,2012-10-23T19:08:07Z,2024-04-29T18:37:18Z,2024-04-29T19:22:37Z,13197,3634,853
139914932,quarkusio/quarkus,https://github.com/quarkusio/quarkus,308117,Java,2018-07-06T00:44:20Z,2024-04-29T18:25:09Z,2024-04-29T21:27:35Z,13112,2497,2590
77993578,LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,542078,Java,2017-01-04T07:47:39Z,2024-04-30T01:15:15Z,2024-04-03T02:14:08Z,13067,2974,469
221862,projectlombok/lombok,https://github.com/projectlombok/lombok,80679,Java,2009-06-08T19:46:41Z,2024-04-29T03:38:28Z,2024-04-04T13:02:16Z,12602,2335,855
88111990,zhihu/Matisse,https://github.com/zhihu/Matisse,1991,Java,2017-04-13T01:31:05Z,2024-04-28T19:17:07Z,2023-05-15T09:55:57Z,12494,2072,461
6650539,neo4j/neo4j,https://github.com/neo4j/neo4j,622800,Java,2012-11-12T08:46:15Z,2024-04-29T20:35:33Z,2024-04-24T10:23:06Z,12472,2316,306
173335706,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,208516,Java,2019-03-01T16:39:25Z,2024-04-29T19:10:11Z,2024-04-29T13:03:01Z,12025,4414,993
36817565,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,197043,Java,2015-06-03T16:55:01Z,2024-04-30T01:06:20Z,2024-04-29T17:48:49Z,12001,2191,805
160999,apache/zookeeper,https://github.com/apache/zookeeper,147300,Java,2009-03-27T15:41:56Z,2024-04-30T02:35:46Z,2024-04-29T14:14:42Z,11933,7156,259
715605,redis/jedis,https://github.com/redis/jedis,13451,Java,2010-06-11T13:04:43Z,2024-04-29T17:49:39Z,2024-04-29T18:20:03Z,11632,3839,149
4084908,realm/realm-java,https://github.com/realm/realm-java,65849,Java,2012-04-20T09:18:42Z,2024-04-29T13:38:09Z,2024-04-29T06:58:45Z,11443,1751,395
99919302,apache/doris,https://github.com/apache/doris,731930,Java,2017-08-10T12:13:30Z,2024-04-29T15:19:39Z,2024-04-29T18:16:58Z,11376,3053,2520
9623064,code4craft/webmagic,https://github.com/code4craft/webmagic,17378,Java,2013-04-23T12:57:36Z,2024-04-29T07:02:07Z,2024-04-23T15:50:59Z,11245,4173,354
27729926,grpc/grpc-java,https://github.com/grpc/grpc-java,88038,Java,2014-12-08T19:00:00Z,2024-04-29T23:30:56Z,2024-04-29T23:53:41Z,11180,3760,494
4839957,jfeinstein10/SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,32085,Java,2012-06-30T05:14:23Z,2024-04-21T21:21:36Z,2021-09-19T14:04:18Z,11100,5055,305
22043847,mission-peace/interview,https://github.com/mission-peace/interview,1200,Java,2014-07-20T21:27:31Z,2024-04-28T19:31:14Z,2024-01-12T18:01:05Z,11007,5159,174
6220644,OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,403171,Java,2012-10-15T02:22:48Z,2024-04-30T01:36:15Z,2024-04-29T22:07:27Z,10488,1910,662
5793738,Activiti/Activiti,https://github.com/Activiti/Activiti,122596,Java,2012-09-13T11:34:43Z,2024-04-29T14:23:40Z,2024-04-29T14:10:02Z,9902,6925,593
50205233,debezium/debezium,https://github.com/debezium/debezium,51362,Java,2016-01-22T20:17:05Z,2024-04-29T16:45:23Z,2024-04-29T22:20:04Z,9887,2391,64
125600395,paascloud/paascloud-master,https://github.com/paascloud/paascloud-master,16083,Java,2018-03-17T05:40:43Z,2024-04-28T07:28:01Z,2023-10-09T02:24:04Z,9781,4320,105
1705960,perwendel/spark,https://github.com/perwendel/spark,2503,Java,2011-05-05T11:52:05Z,2024-04-29T22:16:42Z,2023-10-08T09:20:37Z,9601,1556,261
166515022,trinodb/trino,https://github.com/trinodb/trino,246092,Java,2019-01-19T06:38:14Z,2024-04-30T00:49:06Z,2024-04-29T23:55:49Z,9578,2776,2404
36793280,resilience4j/resilience4j,https://github.com/resilience4j/resilience4j,8488,Java,2015-06-03T09:21:01Z,2024-04-29T12:28:36Z,2024-04-29T11:53:12Z,9437,1295,208
2349728,pockethub/PocketHub,https://github.com/pockethub/PocketHub,11945,Java,2011-09-08T16:52:50Z,2024-04-21T01:35:14Z,2023-06-06T08:03:11Z,9395,3466,126
10981994,OpenFeign/feign,https://github.com/OpenFeign/feign,5885,Java,2013-06-26T23:28:16Z,2024-04-29T06:01:14Z,2024-04-29T05:24:20Z,9269,1898,209
91065402,Justson/AgentWeb,https://github.com/Justson/AgentWeb,29032,Java,2017-05-12T07:45:56Z,2024-04-29T05:41:59Z,2023-12-09T10:30:43Z,9132,1623,71
334274271,opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,571755,Java,2021-01-29T22:10:00Z,2024-04-29T21:47:56Z,2024-04-30T00:44:18Z,8731,1592,1657
1287669,json-path/JsonPath,https://github.com/json-path/JsonPath,2694,Java,2011-01-24T13:19:19Z,2024-04-29T12:48:23Z,2024-03-31T01:06:32Z,8642,1618,398
224230574,provectus/kafka-ui,https://github.com/provectus/kafka-ui,30382,Java,2019-11-26T15:55:55Z,2024-04-29T21:10:20Z,2024-04-29T10:38:03Z,8536,1057,396
206424,apache/cassandra,https://github.com/apache/cassandra,428996,Java,2009-05-21T02:10:09Z,2024-04-29T08:59:31Z,2024-04-30T00:32:27Z,8516,3542,470
65245890,airbnb/epoxy,https://github.com/airbnb/epoxy,34091,Java,2016-08-08T23:05:11Z,2024-04-26T00:01:28Z,2024-01-25T20:50:25Z,8449,725,309
3148979,spring-projects/spring-security,https://github.com/spring-projects/spring-security,76323,Java,2012-01-10T21:50:57Z,2024-04-29T20:27:45Z,2024-04-29T20:27:38Z,8416,5741,920
11997640,alibaba/otter,https://github.com/alibaba/otter,12039,Java,2013-08-09T09:31:22Z,2024-04-29T06:07:49Z,2023-09-18T02:27:54Z,7965,2486,332
688352,apache/jmeter,https://github.com/apache/jmeter,133073,Java,2010-05-26T23:38:07Z,2024-04-29T19:14:21Z,2024-04-26T07:43:06Z,7938,2015,816
402945349,StarRocks/starrocks,https://github.com/StarRocks/starrocks,368550,Java,2021-09-04T02:29:35Z,2024-04-30T00:13:37Z,2024-04-30T00:16:32Z,7780,1603,1316
7170058,flyway/flyway,https://github.com/flyway/flyway,754139,Java,2012-12-14T18:43:22Z,2024-04-30T00:25:57Z,2024-04-29T10:20:52Z,7778,1458,172
33816473,testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,12211,Java,2015-04-12T12:44:59Z,2024-04-29T23:27:04Z,2024-04-29T22:56:52Z,7771,1583,613
80179724,facebook/litho,https://github.com/facebook/litho,745987,Java,2017-01-27T03:59:11Z,2024-04-29T20:29:17Z,2024-04-29T20:36:38Z,7646,753,121
50904245,apache/beam,https://github.com/apache/beam,637019,Java,2016-02-02T08:00:06Z,2024-04-29T18:48:24Z,2024-04-29T23:37:57Z,7522,4127,4361
70780002,flowable/flowable-engine,https://github.com/flowable/flowable-engine,227210,Java,2016-10-13T07:21:43Z,2024-04-29T22:50:44Z,2024-04-26T15:25:51Z,7411,2505,336
8957264,TechEmpower/FrameworkBenchmarks,https://github.com/TechEmpower/FrameworkBenchmarks,309765,Java,2013-03-22T17:33:54Z,2024-04-29T18:44:45Z,2024-04-29T11:21:31Z,7388,1892,144
13421878,pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,645761,Java,2013-10-08T18:27:11Z,2024-04-29T14:36:57Z,2024-04-29T21:27:36Z,7372,3377,79
2003641,swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,19282,Java,2011-07-05T23:44:11Z,2024-04-29T12:17:56Z,2024-04-25T14:08:47Z,7339,2151,785
26956767,abel533/Mapper,https://github.com/abel533/Mapper,2184,Java,2014-11-21T11:02:10Z,2024-04-29T13:08:30Z,2024-04-18T12:09:11Z,7254,1611,244
18845024,google/closure-compiler,https://github.com/google/closure-compiler,179110,Java,2014-04-16T15:30:36Z,2024-04-29T15:04:27Z,2024-04-29T15:04:23Z,7251,1139,894
15155534,gocd/gocd,https://github.com/gocd/gocd,377062,Java,2013-12-13T05:26:16Z,2024-04-29T20:02:52Z,2024-04-29T20:02:55Z,7035,971,73
19082715,microg/GmsCore,https://github.com/microg/GmsCore,10146,Java,2014-04-23T19:28:47Z,2024-04-30T00:38:49Z,2024-04-29T17:16:22Z,7031,1531,923
4470435,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,11244,Java,2012-05-28T12:42:42Z,2024-04-29T22:07:01Z,2024-04-29T18:22:01Z,6807,911,437
248416273,didi/KnowStreaming,https://github.com/didi/KnowStreaming,199977,Java,2020-03-19T05:13:51Z,2024-04-29T14:19:46Z,2024-01-06T08:40:11Z,6754,1257,132
23206290,google/error-prone,https://github.com/google/error-prone,129846,Java,2014-08-21T23:26:50Z,2024-04-29T01:38:03Z,2024-04-26T15:58:19Z,6724,723,389
1011539,rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,11078,Java,2010-10-21T08:35:43Z,2024-04-29T01:36:18Z,2024-04-23T09:35:54Z,6714,1857,571
47997753,zo0r/react-native-push-notification,https://github.com/zo0r/react-native-push-notification,1688,Java,2015-12-14T19:53:36Z,2024-04-29T09:28:40Z,2024-01-30T05:26:00Z,6712,2044,205
89322848,Angel-ML/angel,https://github.com/Angel-ML/angel,93424,Java,2017-04-25T05:57:43Z,2024-04-28T04:11:29Z,2024-01-16T08:06:37Z,6704,1606,130
3301400,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,118298,Java,2012-01-30T01:35:01Z,2024-04-29T23:14:45Z,2024-04-28T22:44:31Z,6670,2637,152
7276954,Alluxio/alluxio,https://github.com/Alluxio/alluxio,205191,Java,2012-12-21T17:43:46Z,2024-04-29T17:10:21Z,2024-04-28T02:17:09Z,6648,2904,987
3161748,mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,2285,Java,2012-01-12T11:43:49Z,2024-04-29T14:37:27Z,2024-03-22T05:45:28Z,6630,1635,405
44681400,gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,28153,Java,2015-10-21T14:21:16Z,2024-04-29T07:00:28Z,2023-12-02T13:50:25Z,6321,1453,175
32848140,apache/zeppelin,https://github.com/apache/zeppelin,104146,Java,2015-03-25T07:00:06Z,2024-04-28T02:14:46Z,2024-04-29T09:33:22Z,6262,2775,154
1450115,AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,19089,Java,2011-03-07T13:41:46Z,2024-04-29T10:03:56Z,2024-04-15T14:25:29Z,6242,1583,103
10873724,joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,11783,Java,2013-06-22T22:28:53Z,2024-04-29T05:14:04Z,2024-04-03T20:18:28Z,6147,1643,209
2544305,wiremock/wiremock,https://github.com/wiremock/wiremock,43643,Java,2011-10-09T20:27:24Z,2024-04-29T11:09:07Z,2024-04-29T04:16:34Z,6091,1401,389
16389681,google/j2objc,https://github.com/google/j2objc,102996,Java,2014-01-30T20:19:56Z,2024-04-29T02:51:03Z,2024-04-26T19:19:39Z,5983,953,85
124230204,micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,102832,Java,2018-03-07T12:05:08Z,2024-04-29T13:18:12Z,2024-04-29T21:52:30Z,5952,1034,730
4238977,springfox/springfox,https://github.com/springfox/springfox,186279,Java,2012-05-06T06:38:57Z,2024-04-28T11:23:17Z,2024-03-18T18:36:28Z,5900,1529,306
1625986,jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,268159,Java,2011-04-17T10:43:33Z,2024-04-29T16:28:40Z,2024-04-29T09:47:21Z,5894,1175,2032
5663857,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,252152,Java,2012-09-03T20:43:30Z,2024-04-29T13:49:42Z,2024-04-29T13:49:41Z,5881,1203,557
3786237,hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,403718,Java,2012-03-21T12:25:18Z,2024-04-29T17:58:51Z,2024-04-29T17:58:46Z,5871,1793,1247
69400326,confluentinc/ksql,https://github.com/confluentinc/ksql,183654,Java,2016-09-27T21:30:15Z,2024-04-28T03:39:05Z,2024-04-30T02:20:04Z,5818,1033,1288
5244445,AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,108997,Java,2012-07-31T10:25:08Z,2024-04-30T01:23:15Z,2024-04-29T20:56:07Z,5796,1327,276
867564,robolectric/robolectric,https://github.com/robolectric/robolectric,57925,Java,2010-08-28T00:28:25Z,2024-04-29T17:05:13Z,2024-04-29T17:05:04Z,5795,1355,533
20394581,daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,2165,Java,2014-06-02T06:04:17Z,2024-04-29T05:43:06Z,2020-10-01T16:41:17Z,5641,1667,310
98499283,Col-E/Recaf,https://github.com/Col-E/Recaf,55824,Java,2017-07-27T06:01:10Z,2024-04-29T22:32:41Z,2024-04-29T21:23:53Z,5563,439,136
158256479,apache/iceberg,https://github.com/apache/iceberg,63210,Java,2018-11-19T16:26:46Z,2024-04-29T22:16:13Z,2024-04-29T18:54:57Z,5530,1995,1393
52054756,AriaLyy/Aria,https://github.com/AriaLyy/Aria,39452,Java,2016-02-19T02:16:07Z,2024-04-28T05:49:55Z,2024-03-05T10:54:37Z,5513,853,148
35448780,google/google-java-format,https://github.com/google/google-java-format,2011,Java,2015-05-11T20:38:28Z,2024-04-27T12:47:44Z,2024-04-15T16:57:01Z,5416,844,128
60377070,vespa-engine/vespa,https://github.com/vespa-engine/vespa,444531,Java,2016-06-03T20:54:20Z,2024-04-29T18:18:41Z,2024-04-29T18:18:37Z,5350,568,205
206444,apache/hive,https://github.com/apache/hive,694172,Java,2009-05-21T02:31:01Z,2024-04-30T00:06:45Z,2024-04-30T02:34:25Z,5333,4584,83
19641638,redis/lettuce,https://github.com/redis/lettuce,21832,Java,2014-05-10T13:08:46Z,2024-04-28T16:02:27Z,2024-04-26T12:03:13Z,5267,939,278
3548254,thinkaurelius/titan,https://github.com/thinkaurelius/titan,91250,Java,2012-02-25T22:53:53Z,2024-04-22T13:52:23Z,2022-10-19T07:57:00Z,5246,1014,181
377354200,opengoofy/hippo4j,https://github.com/opengoofy/hippo4j,22672,Java,2021-06-16T02:59:48Z,2024-04-29T17:59:50Z,2024-02-27T02:51:55Z,5186,1118,115
19961085,apache/pinot,https://github.com/apache/pinot,307089,Java,2014-05-19T23:27:48Z,2024-04-29T20:24:20Z,2024-04-30T01:11:10Z,5141,1205,1502
20089857,apache/hbase,https://github.com/apache/hbase,483380,Java,2014-05-23T07:00:07Z,2024-04-29T09:04:07Z,2024-04-29T21:06:53Z,5119,3289,227
77385607,JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,60124,Java,2016-12-26T13:26:29Z,2024-04-29T12:24:20Z,2024-04-30T01:02:02Z,5096,1142,524
67328052,hyperledger/web3j,https://github.com/hyperledger/web3j,10320,Java,2016-09-04T05:48:49Z,2024-04-28T18:40:30Z,2024-04-25T19:40:11Z,4960,1631,134
25348756,dangdangdotcom/dubbox,https://github.com/dangdangdotcom/dubbox,7357,Java,2014-10-17T08:57:07Z,2024-04-26T06:02:07Z,2023-03-04T03:42:29Z,4908,2064,279
14514251,bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,25710,Java,2013-11-19T04:33:23Z,2024-04-29T18:41:13Z,2024-04-29T22:17:02Z,4878,2436,455
97580115,natario1/CameraView,https://github.com/natario1/CameraView,30129,Java,2017-07-18T09:30:33Z,2024-04-28T07:19:23Z,2024-02-08T21:42:12Z,4856,910,116
21741891,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,20211,Java,2014-07-11T15:46:12Z,2024-04-29T14:43:29Z,2024-04-26T03:25:48Z,4847,2418,102
88024517,alibaba/jetcache,https://github.com/alibaba/jetcache,3790,Java,2017-04-12T07:48:23Z,2024-04-30T01:32:44Z,2024-04-16T07:25:08Z,4827,1021,354
4038949,traccar/traccar,https://github.com/traccar/traccar,22108,Java,2012-04-16T08:33:49Z,2024-04-30T02:20:58Z,2024-04-27T15:04:36Z,4805,2461,481
65681319,jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,7743,Java,2016-08-14T18:46:29Z,2024-04-29T08:08:34Z,2024-04-27T19:19:31Z,4731,2386,200
7083240,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,265009,Java,2012-12-09T20:33:47Z,2024-04-29T19:17:54Z,2024-04-22T11:52:43Z,4694,867,295
31006158,apache/ignite,https://github.com/apache/ignite,432308,Java,2015-02-19T08:00:05Z,2024-04-29T16:27:23Z,2024-04-27T07:49:25Z,4690,1885,734
3480666,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,137112,Java,2012-02-18T19:57:38Z,2024-04-30T02:27:52Z,2024-04-29T18:26:58Z,4686,1508,235
46251204,line/armeria,https://github.com/line/armeria,211396,Java,2015-11-16T04:04:01Z,2024-04-29T16:32:23Z,2024-04-29T14:44:35Z,4675,888,666
4992906,pmd/pmd,https://github.com/pmd/pmd,476036,Java,2012-07-11T18:03:00Z,2024-04-29T16:34:40Z,2024-04-29T19:03:27Z,4666,1455,530
7296244,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,95208,Java,2012-12-23T15:40:04Z,2024-04-29T22:13:23Z,2023-12-18T14:33:58Z,4598,619,77
38835213,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,28211,Java,2015-07-09T17:31:09Z,2024-04-29T07:58:58Z,2024-03-22T15:11:14Z,4593,1826,115
57461213,runelite/runelite,https://github.com/runelite/runelite,71543,Java,2016-04-30T20:48:02Z,2024-04-29T11:59:15Z,2024-04-29T13:55:06Z,4579,5124,2049
2158982,querydsl/querydsl,https://github.com/querydsl/querydsl,51700,Java,2011-08-05T06:46:32Z,2024-04-29T06:55:57Z,2024-04-29T11:31:20Z,4571,860,128
869754,go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,34753,Java,2010-08-29T08:20:01Z,2024-04-23T14:33:28Z,2018-08-11T19:54:16Z,4569,574,416
7616158,Netflix/ribbon,https://github.com/Netflix/ribbon,3499,Java,2013-01-15T01:08:04Z,2024-04-29T11:56:47Z,2024-03-04T18:55:39Z,4518,1236,218
58194180,strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,73572,Java,2016-05-06T08:52:33Z,2024-04-29T16:49:10Z,2024-04-29T18:42:40Z,4465,1221,114
8426406,mock-server/mockserver,https://github.com/mock-server/mockserver,51913,Java,2013-02-26T06:09:52Z,2024-04-26T13:52:06Z,2024-04-21T17:03:17Z,4460,1047,224
195856796,GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,26305,Java,2019-07-08T17:23:17Z,2024-04-29T22:52:35Z,2024-04-29T14:08:41Z,4448,642,253
6271421,azkaban/azkaban,https://github.com/azkaban/azkaban,57554,Java,2012-10-18T01:34:53Z,2024-04-29T05:22:30Z,2024-04-12T20:57:28Z,4404,1580,799
2019791,liquibase/liquibase,https://github.com/liquibase/liquibase,210780,Java,2011-07-08T20:08:20Z,2024-04-29T19:41:22Z,2024-04-29T20:10:47Z,4397,1781,658
6325420,killbill/killbill,https://github.com/killbill/killbill,680805,Java,2012-10-21T20:55:05Z,2024-04-29T10:32:45Z,2024-04-30T00:18:26Z,4393,733,203
73963835,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,11823,Java,2016-11-16T21:42:51Z,2024-04-29T08:15:56Z,2024-04-23T10:11:13Z,4375,3247,372
21193524,apache/calcite,https://github.com/apache/calcite,98445,Java,2014-06-25T07:00:07Z,2024-04-29T13:21:30Z,2024-04-29T22:36:17Z,4366,2283,331
87859908,micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,33913,Java,2017-04-10T21:36:51Z,2024-04-29T14:07:54Z,2024-04-26T09:07:20Z,4334,949,240
87683712,zq2599/blog_demos,https://github.com/zq2599/blog_demos,205882,Java,2017-04-09T04:51:56Z,2024-04-28T12:43:03Z,2024-04-19T12:36:55Z,4322,1806,153
6275822,dreamhead/moco,https://github.com/dreamhead/moco,6024,Java,2012-10-18T09:09:51Z,2024-04-28T13:30:13Z,2024-04-28T13:30:07Z,4314,1076,140
15648899,aporter/coursera-android,https://github.com/aporter/coursera-android,22558,Java,2014-01-05T09:55:31Z,2024-04-25T23:33:05Z,2020-10-04T07:21:38Z,4278,5326,64
1258570,osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,854087,Java,2011-01-15T19:59:44Z,2024-04-29T19:16:38Z,2024-04-29T19:16:34Z,4270,981,2762
158975124,apache/iotdb,https://github.com/apache/iotdb,240098,Java,2018-11-24T21:29:17Z,2024-04-29T18:55:10Z,2024-04-29T15:18:47Z,4262,959,408
110315174,codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,14551,Java,2017-11-11T03:34:34Z,2024-04-28T03:34:06Z,2023-09-06T07:27:14Z,4207,1458,198
206483,apache/maven,https://github.com/apache/maven,61241,Java,2009-05-21T03:22:03Z,2024-04-29T13:54:30Z,2024-04-29T20:18:45Z,4134,2597,74
277485800,exadel-inc/CompreFace,https://github.com/exadel-inc/CompreFace,566306,Java,2020-07-06T08:29:43Z,2024-04-29T16:44:13Z,2024-04-29T06:30:01Z,4074,559,187
9653752,jitsi/jitsi,https://github.com/jitsi/jitsi,579325,Java,2013-04-24T17:37:20Z,2024-04-28T03:38:53Z,2024-04-16T14:48:06Z,4047,960,218
7420937,camunda/camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,160624,Java,2013-01-03T10:10:31Z,2024-04-29T02:50:43Z,2024-04-29T14:54:56Z,3970,1488,881
9342529,crate/crate,https://github.com/crate/crate,148342,Java,2013-04-10T09:17:16Z,2024-04-29T17:14:46Z,2024-04-29T17:51:46Z,3962,547,293
127906883,DTStack/chunjun,https://github.com/DTStack/chunjun,127056,Java,2018-04-03T12:44:58Z,2024-04-29T06:18:40Z,2024-04-12T08:44:38Z,3899,1673,308
218396611,deepjavalibrary/djl,https://github.com/deepjavalibrary/djl,46919,Java,2019-10-29T22:38:54Z,2024-04-30T00:27:29Z,2024-04-30T00:30:20Z,3847,612,184
5391743,roboguice/roboguice,https://github.com/roboguice/roboguice,70278,Java,2012-08-12T20:37:19Z,2024-04-18T12:38:00Z,2017-01-19T21:02:22Z,3773,830,147
3333998,knowm/XChange,https://github.com/knowm/XChange,49085,Java,2012-02-02T10:48:28Z,2024-04-29T11:56:12Z,2024-04-29T19:18:22Z,3764,1905,345
2045207,jetty/jetty.project,https://github.com/jetty/jetty.project,249817,Java,2011-07-14T01:11:57Z,2024-04-27T13:13:13Z,2024-04-29T18:55:32Z,3753,1893,407
17960746,jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,971781,Java,2014-03-20T22:29:28Z,2024-04-29T11:46:54Z,2024-04-24T01:33:26Z,3700,1106,226
67165904,lisawray/groupie,https://github.com/lisawray/groupie,678,Java,2016-09-01T20:59:35Z,2024-04-27T21:13:39Z,2023-10-03T04:12:10Z,3645,288,68
1438007,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,305563,Java,2011-03-04T03:49:19Z,2024-04-30T02:19:53Z,2024-04-29T21:34:37Z,3621,1319,477
176555805,shuzijun/leetcode-editor,https://github.com/shuzijun/leetcode-editor,30865,Java,2019-03-19T16:32:17Z,2024-04-29T14:52:02Z,2024-04-02T08:03:18Z,3617,395,108
28738447,apache/kylin,https://github.com/apache/kylin,525899,Java,2015-01-03T08:00:05Z,2024-04-27T04:22:36Z,2024-04-12T08:23:56Z,3602,1527,88
116309308,google/data-transfer-project,https://github.com/google/data-transfer-project,10411,Java,2018-01-04T21:27:57Z,2024-04-30T00:06:00Z,2024-04-30T00:05:56Z,3547,480,178
5103785,undertow-io/undertow,https://github.com/undertow-io/undertow,26510,Java,2012-07-19T00:52:44Z,2024-04-27T21:56:06Z,2024-04-29T19:47:44Z,3525,968,89
260634414,201206030/novel-plus,https://github.com/201206030/novel-plus,42663,Java,2020-05-02T07:15:43Z,2024-04-29T05:09:56Z,2024-03-03T03:11:09Z,3523,1261,73
172680589,zhkl0228/unidbg,https://github.com/zhkl0228/unidbg,589707,Java,2019-02-26T09:32:15Z,2024-04-29T09:58:03Z,2024-04-26T12:36:17Z,3470,899,322
3038937,FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,77874,Java,2011-12-23T07:17:41Z,2024-04-30T01:31:01Z,2024-04-30T01:30:58Z,3456,1364,507
48880766,jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw,66167,Java,2016-01-01T14:58:28Z,2024-04-29T01:51:45Z,2024-04-19T14:22:23Z,3441,623,141
6789509,shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer,565949,Java,2012-11-21T03:42:39Z,2024-04-29T02:31:24Z,2024-04-25T04:50:26Z,3433,2909,516
17634071,JabRef/jabref,https://github.com/JabRef/jabref,225509,Java,2014-03-11T14:48:42Z,2024-04-30T01:13:39Z,2024-04-29T16:39:32Z,3393,2396,446
146285827,helidon-io/helidon,https://github.com/helidon-io/helidon,94907,Java,2018-08-27T11:03:52Z,2024-04-29T22:45:25Z,2024-04-29T20:52:46Z,3392,552,536
11233996,immutables/immutables,https://github.com/immutables/immutables,12824,Java,2013-07-07T13:48:23Z,2024-04-25T11:40:06Z,2024-03-01T00:16:11Z,3368,277,428
101451042,gsantner/markor,https://github.com/gsantner/markor,34331,Java,2017-08-26T00:08:35Z,2024-04-29T14:52:24Z,2024-04-21T18:06:49Z,3349,334,65
77675033,grpc-ecosystem/grpc-spring,https://github.com/grpc-ecosystem/grpc-spring,3798,Java,2016-12-30T09:06:15Z,2024-04-28T19:40:52Z,2024-04-26T06:14:27Z,3336,792,119
38829639,fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,489693,Java,2015-07-09T15:43:13Z,2024-04-29T15:10:32Z,2024-04-29T19:35:00Z,3311,1438,125
10637896,apache/logging-log4j2,https://github.com/apache/logging-log4j2,88875,Java,2013-06-12T07:00:19Z,2024-04-29T18:03:26Z,2024-04-29T18:03:24Z,3272,1550,131
198368711,apache/linkis,https://github.com/apache/linkis,90143,Java,2019-07-23T06:41:51Z,2024-04-29T08:18:11Z,2024-04-27T14:31:38Z,3230,1132,218
2899580,AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework,44551,Java,2011-12-02T16:04:42Z,2024-04-29T17:02:03Z,2024-04-28T03:37:18Z,3230,775,97
